Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"TNFAIP3","TNF Alpha Induced Protein 3","Protein Coding","47","GC06P137866","4.10609006881714","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFAIP3"
"PCNT","Pericentrin","Protein Coding","41","GC21P046324","4.10555982589722","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCNT"
"DLL4","Delta Like Canonical Notch Ligand 4","Protein Coding","45","GC15P040929","4.10050678253174","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLL4"
"XRCC1","X-Ray Repair Cross Complementing 1","Protein Coding","43","GC19M043543","4.08424282073975","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XRCC1"
"STMN1","Stathmin 1","Protein Coding","42","GC01M025884","4.08089780807495","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STMN1"
"H19-ICR","H19/IGF2 Imprinting Control Region","Biological Region","5","GC11P002002","4.07455682754517","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H19-ICR"
"DROSHA","Drosha Ribonuclease III","Protein Coding","42","GC05M031401","4.07382106781006","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DROSHA"
"MIR93","MicroRNA 93","RNA Gene","21","GC07M100714","4.07118940353394","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR93"
"PLCB1","Phospholipase C Beta 1","Protein Coding","48","GC20P008061","4.06941366195679","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLCB1"
"CXCL1","C-X-C Motif Chemokine Ligand 1","Protein Coding","42","GC04P073869","4.06937694549561","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL1"
"CHGA","Chromogranin A","Protein Coding","41","GC14P092929","4.0551815032959","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHGA"
"PLA2G7","Phospholipase A2 Group VII","Protein Coding","48","GC06M051706","4.05089139938354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLA2G7"
"VCL","Vinculin","Protein Coding","46","GC10P073995","4.04912567138672","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VCL"
"RPE65","Retinoid Isomerohydrolase RPE65","Protein Coding","44","GC01M068428","4.04258251190186","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPE65"
"HPSE","Heparanase","Protein Coding","44","GC04M083292","4.0162525177002","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HPSE"
"ALDH1A3","Aldehyde Dehydrogenase 1 Family Member A3","Protein Coding","45","GC15P100877","4.01198482513428","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDH1A3"
"ACR","Acrosin","Protein Coding","38","GC22P050738","4.00940084457397","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACR"
"SLC34A3","Solute Carrier Family 34 Member 3","Protein Coding","41","GC09P137230","3.98818302154541","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC34A3"
"MSX1","Msh Homeobox 1","Protein Coding","45","GC04P004861","3.98772954940796","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSX1"
"CEACAM6","CEA Cell Adhesion Molecule 6","Protein Coding","40","GC19P041750","3.98473834991455","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEACAM6"
"NDUFA13","NADH:Ubiquinone Oxidoreductase Subunit A13","Protein Coding","43","GC19P019515","3.98353219032288","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFA13"
"PTPN6","Protein Tyrosine Phosphatase Non-Receptor Type 6","Protein Coding","48","GC12P014222","3.98350858688354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN6"
"ACVR1","Activin A Receptor Type 1","Protein Coding","50","GC02M157736","3.98213839530945","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACVR1"
"DLG1","Discs Large MAGUK Scaffold Protein 1","Protein Coding","42","GC03M197042","3.97764992713928","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLG1"
"CCR3","C-C Motif Chemokine Receptor 3","Protein Coding","46","GC03P046163","3.97376394271851","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR3"
"ACHE","Acetylcholinesterase (Cartwright Blood Group)","Protein Coding","45","GC07M100889","3.9628963470459","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACHE"
"MFSD8","Major Facilitator Superfamily Domain Containing 8","Protein Coding","36","GC04M127917","3.95341753959656","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MFSD8"
"LRP1","LDL Receptor Related Protein 1","Protein Coding","46","GC12P057128","3.95283794403076","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRP1"
"AURKB","Aurora Kinase B","Protein Coding","48","GC17M009468","3.94634985923767","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AURKB"
"SYT1","Synaptotagmin 1","Protein Coding","46","GC12P078863","3.9410388469696","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYT1"
"PPBP","Pro-Platelet Basic Protein","Protein Coding","42","GC04M073986","3.94012451171875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPBP"
"CXCR3","C-X-C Motif Chemokine Receptor 3","Protein Coding","44","GC0XM071615","3.93499660491943","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCR3"
"NCOA2","Nuclear Receptor Coactivator 2","Protein Coding","44","GC08M070109","3.93415307998657","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCOA2"
"DNAJC5","DnaJ Heat Shock Protein Family (Hsp40) Member C5","Protein Coding","43","GC20P063895","3.9313223361969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJC5"
"KLF4","Kruppel Like Factor 4","Protein Coding","44","GC09M107484","3.93032073974609","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLF4"
"EIF2S1","Eukaryotic Translation Initiation Factor 2 Subunit Alpha","Protein Coding","44","GC14P067359","3.92282032966614","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF2S1"
"LOX","Lysyl Oxidase","Protein Coding","44","GC05M122063","3.92022800445557","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOX"
"DSG3","Desmoglein 3","Protein Coding","39","GC18P031447","3.91949462890625","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSG3"
"OXTR","Oxytocin Receptor","Protein Coding","45","GC03M008767","3.91901445388794","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OXTR"
"SIM1","SIM BHLH Transcription Factor 1","Protein Coding","40","GC06M100386","3.91680312156677","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIM1"
"ACP1","Acid Phosphatase 1","Protein Coding","42","GC02P000254","3.91297006607056","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACP1"
"ECA1","Epilepsy, Childhood Absence 1","Genetic Locus","4","GC08U990109","3.91230249404907","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ECA1"
"P3H1","Prolyl 3-Hydroxylase 1","Protein Coding","38","GC01M042746","3.90314292907715","https://www.genecards.org/cgi-bin/carddisp.pl?gene=P3H1"
"DHFR","Dihydrofolate Reductase","Protein Coding","48","GC05M080626","3.89727163314819","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHFR"
"CSTB","Cystatin B","Protein Coding","45","GC21M043772","3.89216256141663","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSTB"
"YAP1","Yes1 Associated Transcriptional Regulator","Protein Coding","47","GC11P102110","3.88865637779236","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YAP1"
"LOC108449897","PATRR11 Recombination Region","Biological Region","1","GC11U902939","3.88861179351807","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC108449897"
"RAF1","Raf-1 Proto-Oncogene, Serine/Threonine Kinase","Protein Coding","53","GC03M012583","3.88511037826538","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAF1"
"TREM2","Triggering Receptor Expressed On Myeloid Cells 2","Protein Coding","41","GC06M051609","3.88144636154175","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TREM2"
"CASQ2","Calsequestrin 2","Protein Coding","43","GC01M115700","3.87651681900024","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASQ2"
"HOXA10","Homeobox A10","Protein Coding","41","GC07M027388","3.86825799942017","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXA10"
"IRF3","Interferon Regulatory Factor 3","Protein Coding","45","GC19M049659","3.86572980880737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRF3"
"HNRNPK","Heterogeneous Nuclear Ribonucleoprotein K","Protein Coding","45","GC09M087363","3.86327743530273","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPK"
"HAMP","Hepcidin Antimicrobial Peptide","Protein Coding","44","GC19P042456","3.86190938949585","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAMP"
"HPR","Haptoglobin-Related Protein","Protein Coding","39","GC16P072097","3.86118745803833","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HPR"
"EZR","Ezrin","Protein Coding","45","GC06M158765","3.85827779769897","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EZR"
"LGALS3","Galectin 3","Protein Coding","43","GC14P055124","3.85813093185425","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGALS3"
"ITGAL","Integrin Subunit Alpha L","Protein Coding","45","GC16P030472","3.85783910751343","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGAL"
"PRDM1","PR/SET Domain 1","Protein Coding","44","GC06P105993","3.84713125228882","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDM1"
"HTR3A","5-Hydroxytryptamine Receptor 3A","Protein Coding","45","GC11P113974","3.84423875808716","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTR3A"
"UMOD","Uromodulin","Protein Coding","41","GC16M020344","3.84303784370422","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UMOD"
"THSD1","Thrombospondin Type 1 Domain Containing 1","Protein Coding","38","GC13M052377","3.83867692947388","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THSD1"
"FLNB","Filamin B","Protein Coding","45","GC03P058008","3.83788919448853","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLNB"
"KLRC4","Killer Cell Lectin Like Receptor C4","Protein Coding","38","GC12M016937","3.8335063457489","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLRC4"
"C1QC","Complement C1q C Chain","Protein Coding","44","GC01P022643","3.8295464515686","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C1QC"
"SLC3A1","Solute Carrier Family 3 Member 1","Protein Coding","46","GC02P044275","3.82362651824951","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC3A1"
"C1QB","Complement C1q B Chain","Protein Coding","44","GC01P022652","3.81535911560059","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C1QB"
"HSPB1","Heat Shock Protein Family B (Small) Member 1","Protein Coding","50","GC07P076302","3.80795550346375","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPB1"
"RAD51C","RAD51 Paralog C","Protein Coding","43","GC17P058692","3.7962794303894","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD51C"
"CDK5","Cyclin Dependent Kinase 5","Protein Coding","52","GC07M151053","3.79008674621582","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK5"
"COL6A1","Collagen Type VI Alpha 1 Chain","Protein Coding","42","GC21P045981","3.78811430931091","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL6A1"
"LOC110806262","Solute Carrier Family 6 Member 4 Gene Promoter","Biological Region","1","GC17P030235","3.78531360626221","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC110806262"
"STING1","Stimulator Of Interferon Response CGAMP Interactor 1","Protein Coding","33","GC05M139476","3.77763032913208","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STING1"
"CCR7","C-C Motif Chemokine Receptor 7","Protein Coding","44","GC17M040556","3.77402377128601","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR7"
"DBH","Dopamine Beta-Hydroxylase","Protein Coding","49","GC09P133636","3.76781463623047","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DBH"
"KLRK1","Killer Cell Lectin Like Receptor K1","Protein Coding","40","GC12M016936","3.76602268218994","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLRK1"
"ALDH18A1","Aldehyde Dehydrogenase 18 Family Member A1","Protein Coding","45","GC10M095605","3.76227378845215","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDH18A1"
"PHEX","Phosphate Regulating Endopeptidase Homolog X-Linked","Protein Coding","40","GC0XP022032","3.76201176643372","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHEX"
"PROZ","Protein Z, Vitamin K Dependent Plasma Glycoprotein","Protein Coding","39","GC13P113158","3.75279378890991","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PROZ"
"PTGDS","Prostaglandin D2 Synthase","Protein Coding","44","GC09P137026","3.74997091293335","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGDS"
"TERF2","Telomeric Repeat Binding Factor 2","Protein Coding","40","GC16M069355","3.7474946975708","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TERF2"
"ARNTL","Aryl Hydrocarbon Receptor Nuclear Translocator Like","Protein Coding","42","GC11P013276","3.746750831604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARNTL"
"CRABP2","Cellular Retinoic Acid Binding Protein 2","Protein Coding","42","GC01M156701","3.74545335769653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRABP2"
"HLA-DRB3","Major Histocompatibility Complex, Class II, DR Beta 3","Protein Coding","28","GC06Mn03715","3.74467134475708","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DRB3"
"SPI1","Spi-1 Proto-Oncogene","Protein Coding","42","GC11M073849","3.74444627761841","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPI1"
"LOC107133510","Origin Of Replication At HBB","Biological Region","2","GC11P005222","3.72705912590027","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC107133510"
"HTR1B","5-Hydroxytryptamine Receptor 1B","Protein Coding","44","GC06M077478","3.72179412841797","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTR1B"
"NDP","Norrin Cystine Knot Growth Factor NDP","Protein Coding","41","GC0XM043948","3.70786499977112","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDP"
"FYN","FYN Proto-Oncogene, Src Family Tyrosine Kinase","Protein Coding","46","GC06M111660","3.70749092102051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FYN"
"GCH1","GTP Cyclohydrolase 1","Protein Coding","46","GC14M054842","3.70490121841431","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GCH1"
"TNFSF13B","TNF Superfamily Member 13b","Protein Coding","44","GC13P108251","3.69107747077942","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFSF13B"
"MIR125A","MicroRNA 125a","RNA Gene","22","GC19P051720","3.6901650428772","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR125A"
"MLANA","Melan-A","Protein Coding","38","GC09P006000","3.68609714508057","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MLANA"
"MAD2L1","Mitotic Arrest Deficient 2 Like 1","Protein Coding","44","GC04M120055","3.68584394454956","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAD2L1"
"MX1","MX Dynamin Like GTPase 1","Protein Coding","41","GC21P041420","3.68523550033569","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MX1"
"CD209","CD209 Molecule","Protein Coding","42","GC19M007739","3.67372894287109","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD209"
"RUNX3","RUNX Family Transcription Factor 3","Protein Coding","42","GC01M024899","3.66333198547363","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUNX3"
"BIRC2","Baculoviral IAP Repeat Containing 2","Protein Coding","45","GC11P102347","3.66205549240112","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BIRC2"
"LEFTY2","Left-Right Determination Factor 2","Protein Coding","42","GC01M225937","3.66193842887878","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LEFTY2"
"RLBP1","Retinaldehyde Binding Protein 1","Protein Coding","44","GC15M089209","3.66153526306152","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RLBP1"
"RPA1","Replication Protein A1","Protein Coding","45","GC17P001829","3.66153073310852","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPA1"
"LGALS9","Galectin 9","Protein Coding","38","GC17P027629","3.64839172363281","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGALS9"
"CFLAR","CASP8 And FADD Like Apoptosis Regulator","Protein Coding","45","GC02P201117","3.64556980133057","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFLAR"
"FCGR2B","Fc Fragment Of IgG Receptor IIb","Protein Coding","46","GC01P161663","3.6317925453186","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCGR2B"
"CDK2","Cyclin Dependent Kinase 2","Protein Coding","50","GC12P055966","3.61952996253967","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK2"
"DCX","Doublecortin","Protein Coding","45","GC0XM111293","3.61734342575073","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCX"
"PRKCA","Protein Kinase C Alpha","Protein Coding","50","GC17P066302","3.61155271530151","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCA"
"IRF5","Interferon Regulatory Factor 5","Protein Coding","46","GC07P128937","3.61030006408691","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRF5"
"CASP9","Caspase 9","Protein Coding","47","GC01M015491","3.60830450057983","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP9"
"INPP5E","Inositol Polyphosphate-5-Phosphatase E","Protein Coding","41","GC09M136428","3.60523223876953","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INPP5E"
"HOXA9","Homeobox A9","Protein Coding","38","GC07M027162","3.60293078422546","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXA9"
"ERVW-1","Endogenous Retrovirus Group W Member 1, Envelope","Protein Coding","33","GC07M092468","3.59464454650879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERVW-1"
"HLA-DRA","Major Histocompatibility Complex, Class II, DR Alpha","Protein Coding","46","GC06P032439","3.58953952789307","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DRA"
"AHR","Aryl Hydrocarbon Receptor","Protein Coding","48","GC07P016916","3.58547282218933","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AHR"
"SELPLG","Selectin P Ligand","Protein Coding","41","GC12M108621","3.58245849609375","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SELPLG"
"MMP11","Matrix Metallopeptidase 11","Protein Coding","45","GC22P023768","3.57732176780701","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP11"
"B4GALT7","Beta-1,4-Galactosyltransferase 7","Protein Coding","42","GC05P177600","3.5735604763031","https://www.genecards.org/cgi-bin/carddisp.pl?gene=B4GALT7"
"VSX2","Visual System Homeobox 2","Protein Coding","39","GC14P074239","3.57279992103577","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VSX2"
"PTK2","Protein Tyrosine Kinase 2","Protein Coding","46","GC08M140657","3.57238817214966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTK2"
"FAAH","Fatty Acid Amide Hydrolase","Protein Coding","47","GC01P046394","3.57105350494385","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAAH"
"SLC39A4","Solute Carrier Family 39 Member 4","Protein Coding","42","GC08M144409","3.56608390808105","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC39A4"
"ABCA1","ATP Binding Cassette Subfamily A Member 1","Protein Coding","46","GC09M104781","3.55821418762207","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCA1"
"GLUD1","Glutamate Dehydrogenase 1","Protein Coding","49","GC10M087050","3.55719232559204","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLUD1"
"NPHP3","Nephrocystin 3","Protein Coding","38","GC03M132683","3.5523796081543","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPHP3"
"NDUFS4","NADH:Ubiquinone Oxidoreductase Subunit S4","Protein Coding","43","GC05P053560","3.55063223838806","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFS4"
"PVT1","Pvt1 Oncogene","RNA Gene","24","GC08P127832","3.54792237281799","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PVT1"
"SLIT2","Slit Guidance Ligand 2","Protein Coding","44","GC04P020287","3.53546667098999","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLIT2"
"TGM2","Transglutaminase 2","Protein Coding","46","GC20M038127","3.53515958786011","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGM2"
"ANKH","ANKH Inorganic Pyrophosphate Transport Regulator","Protein Coding","40","GC05M014706","3.53145098686218","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKH"
"CHEK1","Checkpoint Kinase 1","Protein Coding","49","GC11P125625","3.5312876701355","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHEK1"
"ADAMTS3","ADAM Metallopeptidase With Thrombospondin Type 1 Motif 3","Protein Coding","40","GC04M072280","3.53097605705261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS3"
"EGR1","Early Growth Response 1","Protein Coding","42","GC05P138465","3.52286577224731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGR1"
"PRKAG2","Protein Kinase AMP-Activated Non-Catalytic Subunit Gamma 2","Protein Coding","49","GC07M151556","3.52192735671997","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKAG2"
"PDX1","Pancreatic And Duodenal Homeobox 1","Protein Coding","47","GC13P027921","3.52186107635498","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDX1"
"P2RX7","Purinergic Receptor P2X 7","Protein Coding","45","GC12P124172","3.52153968811035","https://www.genecards.org/cgi-bin/carddisp.pl?gene=P2RX7"
"SRY","Sex Determining Region Y","Protein Coding","36","GC0YM002698","3.51403880119324","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRY"
"ITIH4","Inter-Alpha-Trypsin Inhibitor Heavy Chain 4","Protein Coding","41","GC03M052812","3.51291608810425","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITIH4"
"DLG4","Discs Large MAGUK Scaffold Protein 4","Protein Coding","47","GC17M007189","3.5092716217041","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLG4"
"LOC106099062","HBB Recombination Region","Biological Region","2","GC11P005278","3.50461101531982","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC106099062"
"GPC3","Glypican 3","Protein Coding","44","GC0XM133535","3.49791097640991","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPC3"
"SMN2","Survival Of Motor Neuron 2, Centromeric","Protein Coding","41","GC05P070049","3.49151349067688","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMN2"
"IRF4","Interferon Regulatory Factor 4","Protein Coding","42","GC06P000391","3.47885370254517","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRF4"
"TLR1","Toll Like Receptor 1","Protein Coding","46","GC04M038793","3.47679400444031","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR1"
"EPOR","Erythropoietin Receptor","Protein Coding","46","GC19M011377","3.46620798110962","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPOR"
"AZF1","Azoospermia Factor 1","Genetic Locus","5","GC0YU990003","3.46421217918396","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AZF1"
"ZIC2","Zic Family Member 2","Protein Coding","42","GC13P099981","3.46415185928345","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZIC2"
"ATR","ATR Serine/Threonine Kinase","Protein Coding","52","GC03M142449","3.4591212272644","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATR"
"PAX1","Paired Box 1","Protein Coding","42","GC20P021705","3.4576096534729","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAX1"
"MIR24-2","MicroRNA 24-2","RNA Gene","18","GC19M014194","3.4508011341095","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR24-2"
"MAP2K1","Mitogen-Activated Protein Kinase Kinase 1","Protein Coding","53","GC15P066386","3.44922399520874","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP2K1"
"QDPR","Quinoid Dihydropteridine Reductase","Protein Coding","47","GC04M017460","3.4394474029541","https://www.genecards.org/cgi-bin/carddisp.pl?gene=QDPR"
"PADI6","Peptidyl Arginine Deiminase 6","Protein Coding","37","GC01P017383","3.43432378768921","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PADI6"
"LAMB2","Laminin Subunit Beta 2","Protein Coding","44","GC03M049121","3.43163585662842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMB2"
"IFI27","Interferon Alpha Inducible Protein 27","Protein Coding","38","GC14P094104","3.4308648109436","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFI27"
"CALM2","Calmodulin 2","Protein Coding","45","GC02M047124","3.4263801574707","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALM2"
"NTF3","Neurotrophin 3","Protein Coding","41","GC12P005432","3.41697478294373","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTF3"
"TET1","Tet Methylcytosine Dioxygenase 1","Protein Coding","37","GC10P068560","3.40956687927246","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TET1"
"MIR150","MicroRNA 150","RNA Gene","22","GC19M049500","3.40885090827942","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR150"
"ADORA1","Adenosine A1 Receptor","Protein Coding","46","GC01P203090","3.40279698371887","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADORA1"
"GNLY","Granulysin","Protein Coding","37","GC02P085685","3.40237760543823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNLY"
"POSTN","Periostin","Protein Coding","42","GC13M037562","3.40057396888733","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POSTN"
"PLEK","Pleckstrin","Protein Coding","39","GC02P068365","3.39601850509644","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLEK"
"LMX1B","LIM Homeobox Transcription Factor 1 Beta","Protein Coding","44","GC09P126614","3.39313745498657","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMX1B"
"TACR3","Tachykinin Receptor 3","Protein Coding","49","GC04M103586","3.38696813583374","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TACR3"
"ERBB3","Erb-B2 Receptor Tyrosine Kinase 3","Protein Coding","52","GC12P056675","3.38682389259338","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERBB3"
"TYRP1","Tyrosinase Related Protein 1","Protein Coding","45","GC09P012683","3.38479614257813","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TYRP1"
"XRCC4","X-Ray Repair Cross Complementing 4","Protein Coding","43","GC05P083077","3.38469457626343","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XRCC4"
"PMM2","Phosphomannomutase 2","Protein Coding","45","GC16P008788","3.38445043563843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PMM2"
"ASNS","Asparagine Synthetase (Glutamine-Hydrolyzing)","Protein Coding","46","GC07M097854","3.38266897201538","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASNS"
"CALB2","Calbindin 2","Protein Coding","40","GC16P071392","3.38186240196228","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALB2"
"FXYD2","FXYD Domain Containing Ion Transport Regulator 2","Protein Coding","43","GC11M117800","3.37996959686279","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FXYD2"
"FOXL2","Forkhead Box L2","Protein Coding","40","GC03M138944","3.379962682724","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXL2"
